name,wikidata_id,origin_country,birth_place,current_residence,wiki_url
Rezz,Q35487701,Ukraine,Ukraine,Canada,https://en.wikipedia.org/wiki/Rezz
Miss Monique,Q111208579,Ukraine,Kropyvnytskyi,Lisbon,https://en.wikipedia.org/wiki/Miss_Monique
Ireesha,Q1274170,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Iryna_Blokhina
Russya,Q2559497,Ukraine,Kyiv,Canada,https://en.wikipedia.org/wiki/Russya
Yevheniia Vlasova,Q2601883,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Evgenia_Vlasova
Raisa Kyrychenko,Q4221478,Ukraine,Hlobyne Raion,Soviet Union,https://en.wikipedia.org/wiki/Raisa_Kyrychenko
Sidi Tal,Q4450651,Ukraine,Chernivtsi,Austria–Hungary,https://en.wikipedia.org/wiki/Sidi_Tal
Lilia Sandulesu,Q12150532,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Lilia_Sandulesu
Marina Łuczenko,Q11769968,Ukraine,Vinnytsia,Poland,https://en.wikipedia.org/wiki/Marina_(Polish_singer)
Taras Topolya,Q29759139,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Topolia
Artem Kotenko,Q130354657,Ukraine,Okhtyrka,Ukraine,https://en.wikipedia.org/wiki/Artem_Kotenko
Ihor Kondratyuk,Q4230628,Ukraine,Pryhiria,Soviet Union,https://en.wikipedia.org/wiki/Igor_Kondratyuk
Valery Klimov,Q4223729,Ukraine,Kyiv,Russia,https://en.wikipedia.org/wiki/Valery_Klimov_(violinist)
Valeriy Sokolov,Q1378764,Ukraine,Kharkiv,Ukraine,https://en.wikipedia.org/wiki/Valeriy_Sokolov
Julian Sitkovetsky,Q4421099,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Julian_Sitkovetsky
Jonasz Kofta,Q278002,Ukraine,Mizoch,Poland,https://en.wikipedia.org/wiki/Jonasz_Kofta
Joseph Beer,Q88552,Ukraine,Khodoriv,Vienna,https://en.wikipedia.org/wiki/Joseph_Beer
Antonio Spadavecchia,Q196267,Ukraine,Odesa,Soviet Union,https://en.wikipedia.org/wiki/Antonio_Spadavecchia
Al Sherman,Q1260972,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Al_Sherman
Mieczysław Sołtys,Q328273,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Mieczys%C5%82aw_So%C5%82tys
Nicholas Brodzsky,Q1991393,Ukraine,Odesa,Hungary,https://en.wikipedia.org/wiki/Nicholas_Brodszky
Mordechai Zeira,Q2911798,Ukraine,Kyiv,Afikim,https://en.wikipedia.org/wiki/Mordechai_Zeira
Iosif Kotek,Q471989,Ukraine,Kamianets-Podilskyi,Russian Empire,https://en.wikipedia.org/wiki/Iosif_Kotek
Mikhail Goldstein,Q478325,Ukraine,Odesa,Germany,https://en.wikipedia.org/wiki/Mikhail_Goldstein
Zi Faámelu,Q2910906,Ukraine,Chornomorske,Kyiv,https://en.wikipedia.org/wiki/Zi_Fa%C3%A1melu
Arkady Ukupnik,Q4470765,Ukraine,Kamianets-Podilskyi,Russia,https://en.wikipedia.org/wiki/Arkady_Ukupnik
Krystyna Moszumańska-Nazar,Q519116,Ukraine,Lviv,Poland,https://en.wikipedia.org/wiki/Krystyna_Moszuma%C5%84ska-Nazar
Francesco Pollini,Q1351579,Ukraine,Lubiana,Austrian Empire,https://en.wikipedia.org/wiki/Francesco_Pollini
Sasha Boole,Q28919523,Ukraine,Zhytomyr,Ukraine,https://en.wikipedia.org/wiki/Sasha_Boole
Yechiel Michel of Zlotshov,Q1686098,Ukraine,Brody,Brody,https://en.wikipedia.org/wiki/Yechiel_Michel_of_Zlotshov
Adolph Baller,Q86412,Ukraine,Brody,Austria,https://en.wikipedia.org/wiki/Adolph_Baller
Fedir Yakymenko,Q2000816,Ukraine,Pisky,Ukrainian People's Republic,https://en.wikipedia.org/wiki/Fedir_Yakymenko
Sándor Kallós,Q2040332,Ukraine,Chernivtsi,Russia,https://en.wikipedia.org/wiki/S%C3%A1ndor_Kall%C3%B3s
Oleksandr Shchetynsky,Q2033246,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Alexander_Shchetynsky
Jan Kleczyński,Q2080097,Ukraine,Ivanychi,Congress Poland,https://en.wikipedia.org/wiki/Jan_Kleczy%C5%84ski_Sr.
Anatole Fistoulari,Q487710,Ukraine,Kyiv,United Kingdom,https://en.wikipedia.org/wiki/Anatole_Fistoulari
Misha Marvin,Q48869199,Ukraine,Chernivtsi,Russia,https://en.wikipedia.org/wiki/Misha_Marvin
Oleg Maisenberg,Q685169,Ukraine,Odesa,Austria,https://en.wikipedia.org/wiki/Oleg_Maisenberg
Naum Shtarkman,Q2389887,Ukraine,Zhytomyr,Russia,https://en.wikipedia.org/wiki/Naum_Shtarkman
Dmytro Klebanov,Q2372417,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Dmitri_Klebanov
Lev Steinberg,Q2478992,Ukraine,Dnipro,Russian Empire,https://en.wikipedia.org/wiki/Lev_Steinberg
Charlie Spivak,Q2645829,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Charlie_Spivak
Maksym Tymoshenko,Q12161214,Ukraine,Kyiv,Kyiv,https://en.wikipedia.org/wiki/Maksym_Tymoshenko
Alexander Gavrylyuk,Q2082375,Ukraine,Kharkiv,Australia,https://en.wikipedia.org/wiki/Alexander_Gavrylyuk
Mykhailo Haivoronsky,Q6831026,Ukraine,Zalishchyky,Zalishchyky,https://en.wikipedia.org/wiki/Michael_Hayvoronsky
Albert Markov,Q2831383,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Albert_Markov
Alexander Abramsky,Q2833392,Ukraine,Lutsk,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Abramsky
Alexander Gustav Winkler,Q2833233,Ukraine,Kharkiv,France,https://en.wikipedia.org/wiki/Alexander_Winkler_(composer)
Anatoliy Avdiyevsky,Q4055557,Ukraine,Pidlisne,Soviet Union,https://en.wikipedia.org/wiki/Anatoly_Avdievsky
Pyotr Ilyich Tchaikovsky,Q7315,Russia,Votkinsk,Alapayevsk,https://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky
Anna Netrebko,Q78516,Russia,Krasnodar,Austria,https://en.wikipedia.org/wiki/Anna_Netrebko
Igor Stravinsky,Q7314,Russia,Lomonosov,Biarritz,https://en.wikipedia.org/wiki/Igor_Stravinsky
Boris Pasternak,Q41223,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Boris_Pasternak
Valery Leontiev,Q32927,Russia,Ust-Usa,Russia,https://en.wikipedia.org/wiki/Valery_Leontiev
Vladimir Vysotsky,Q512,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Vladimir_Vysotsky
Ivan the Terrible,Q7996,Russia,Kolomenskoye,Grand Principality of Moscow,https://en.wikipedia.org/wiki/Ivan_the_Terrible
Alla Pugacheva,Q80510,Russia,Moscow,Berezhki,https://en.wikipedia.org/wiki/Alla_Pugacheva
Dmitri Shostakovich,Q80135,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Dmitri_Shostakovich
Sergei Rachmaninoff,Q131861,Russia,Semenovo,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Rachmaninoff
Nikolai Rimsky-Korsakov,Q93227,Russia,Tikhvin,Russian Empire,https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov
Alexander Borodin,Q164004,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Borodin
Modest Petrovich Mussorgsky,Q132682,Russia,Karevo,Russian Empire,https://en.wikipedia.org/wiki/Modest_Mussorgsky
Viktor Tsoi,Q487125,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Viktor_Tsoi
Dima Bilan,Q42904,Russia,Ust-Dzheguta,Russia,https://en.wikipedia.org/wiki/Dima_Bilan
Alexander Scriabin,Q185647,Russia,Moscow,Moscow,https://en.wikipedia.org/wiki/Alexander_Scriabin
Nikolai Noskov,Q1978163,Russia,Gagarin,Russia,https://en.wikipedia.org/wiki/Nikolai_Noskov
Mikhail Glinka,Q181885,Russia,Novospasskoye,Russian Empire,https://en.wikipedia.org/wiki/Mikhail_Glinka
Nikita Mikhalkov,Q55207,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Nikita_Mikhalkov
Yul Brynner,Q102813,Russia,Vladivostok,Far Eastern Republic,https://en.wikipedia.org/wiki/Yul_Brynner
Irving Berlin,Q128746,Russia,Tyumen,New York City,https://en.wikipedia.org/wiki/Irving_Berlin
Alexander Dugin,Q438839,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Aleksandr_Dugin
Mily Balakirev,Q185040,Russia,Nizhny Novgorod,Nizhny Novgorod,https://en.wikipedia.org/wiki/Mily_Balakirev
Vasily Smyslov,Q104148,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Vasily_Smyslov
Zemfira,Q242454,Russia,Ufa,Paris,https://en.wikipedia.org/wiki/Zemfira
Yuri Nikulin,Q310873,Russia,Demidov,Russia,https://en.wikipedia.org/wiki/Yuri_Nikulin
Alexander Griboyedov,Q15001,Russia,Moscow,Tbilisi,https://en.wikipedia.org/wiki/Alexander_Griboyedov
Polina Gagarina,Q4131386,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Polina_Gagarina
Feodor Chaliapin,Q189164,Russia,Lisitsyn-Emelin House,Arça,https://en.wikipedia.org/wiki/Feodor_Chaliapin
Alexander Glazunov,Q25872,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Glazunov
Sergey Mikhalkov,Q208116,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Sergey_Mikhalkov
Alsou,Q270951,Russia,Bugulma,Russia,https://en.wikipedia.org/wiki/Alsou
Maria Zakharova,Q20812953,Russia,Moscow,Beijing,https://en.wikipedia.org/wiki/Maria_Zakharova
Airat Ichmouratov,Q21063940,Russia,Kazan,Canada,https://en.wikipedia.org/wiki/Airat_Ichmouratov
Bulat Okudzhava,Q239652,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Bulat_Okudzhava
Tamara Karsavina,Q231316,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Tamara_Karsavina
Sofia Gubaidulina,Q165668,Russia,Chistopol,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Gubaidulina
Lyubov Orlova,Q236229,Russia,Zvenigorod,Russian Socialist Federative Soviet Republic,https://en.wikipedia.org/wiki/Lyubov_Orlova
Sergey Lazarev,Q381884,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Sergey_Lazarev
Dmitri Kabalevsky,Q153776,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Dmitry_Kabalevsky
Valery Gergiev,Q165693,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Valery_Gergiev
Armin Mueller-Stahl,Q164117,Russia,Sovetsk,German Democratic Republic,https://en.wikipedia.org/wiki/Armin_Mueller-Stahl
Tina Karol,Q229065,Russia,Orotukan,Zazymia,https://en.wikipedia.org/wiki/Tina_Karol
Helene Fischer,Q236549,Russia,Krasnoyarsk,Inning am Ammersee,https://en.wikipedia.org/wiki/Helene_Fischer
George Sanders,Q296491,Russia,Saint Petersburg,United Kingdom,https://en.wikipedia.org/wiki/George_Sanders
Galina Vishnevskaya,Q230916,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Galina_Vishnevskaya
Zedd,Q21088,Russia,Saratov,Germany,https://en.wikipedia.org/wiki/Zedd
Alexander Alexandrov,Q319708,Russia,Plakhino,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Vasilyevich_Alexandrov
Lidia Ruslanova,Q368072,Russia,Alexandrovka,Russian Empire,https://en.wikipedia.org/wiki/Lidia_Ruslanova
Dinä Ğäripevä,Q2112976,Russia,Zelenodolsk,Russia,https://en.wikipedia.org/wiki/Dina_Garipova
Lena Katina,Q228826,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Lena_Katina
Regina Spektor,Q229274,Russia,Moscow,New York City,https://en.wikipedia.org/wiki/Regina_Spektor
Julia Volkova,Q228832,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Julia_Volkova
Dmitry Khvorostovsky,Q333201,Russia,Krasnoyarsk,Krasnoyarsk,https://en.wikipedia.org/wiki/Dmitri_Hvorostovsky
Kristian Kostov,Q21932286,Russia,Moscow,Bulgaria,https://en.wikipedia.org/wiki/Kristian_Kostov
Alfred Schnittke,Q158078,Russia,Engels,Russia,https://en.wikipedia.org/wiki/Alfred_Schnittke
Evgeny Kissin,Q160154,Russia,Moscow,Israel,https://en.wikipedia.org/wiki/Evgeny_Kissin
Alexander Dargomyzhsky,Q311384,Russia,Q23881797,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Dargomyzhsky
Konstantin Khabensky,Q558666,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Konstantin_Khabensky
Rodion Shchedrin,Q165706,Russia,Moscow,Germany,https://en.wikipedia.org/wiki/Rodion_Shchedrin
Vladimir Ashkenazy,Q157785,Russia,Nizhny Novgorod,Iceland,https://en.wikipedia.org/wiki/Vladimir_Ashkenazy
Eduard Khil,Q360190,Russia,Smolensk,Russia,https://en.wikipedia.org/wiki/Eduard_Khil
Sergei Ivanovich Taneyev,Q335006,Russia,Vladimir,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Taneyev
Yulia Samoylova,Q6259288,Russia,Ukhta,Russia,https://en.wikipedia.org/wiki/Yuliya_Samoylova_(singer)
Eva Rivas,Q235880,Russia,Rostov-on-Don,Armenia,https://en.wikipedia.org/wiki/Eva_Rivas
Andrei Mironov,Q469550,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Andrei_Mironov_(actor)
Nikolai Rubinstein,Q311791,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Nikolai_Rubinstein
Alexey Vorobyov,Q315181,Russia,Tula,Russia,https://en.wikipedia.org/wiki/Alexey_Vorobyov
Nadya Tolokonnikova,Q288956,Russia,Norilsk,Russia,https://en.wikipedia.org/wiki/Nadya_Tolokonnikova
Peter Nalitch,Q313217,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Peter_Nalitch
Georgy Sviridov,Q467738,Russia,Fatezh,Russia,https://en.wikipedia.org/wiki/Georgy_Sviridov
Elena Obraztsova,Q464791,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Elena_Obraztsova
Nina Sublati,Q18710983,Russia,Moscow,Georgia,https://en.wikipedia.org/wiki/Nina_Sublatti
Yulia Savicheva,Q466411,Russia,Kurgan,Russia,https://en.wikipedia.org/wiki/Yulia_Savicheva
Aleksandra Pakhmutova,Q260885,Russia,Beketovka,Russia,https://en.wikipedia.org/wiki/Aleksandra_Pakhmutova
Anton Arensky,Q313970,Russia,Veliky Novgorod,Russian Empire,https://en.wikipedia.org/wiki/Anton_Arensky
Leon Theremin,Q333265,Russia,Saint Petersburg,Magadan Oblast,https://en.wikipedia.org/wiki/Leon_Theremin
Nyusha,Q125666,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Nyusha
Nikolay Baskov,Q194917,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Nikolay_Baskov
Sergey Bezrukov,Q473580,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Sergey_Bezrukov
Yevgeny Mravinsky,Q320609,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Yevgeny_Mravinsky
Yuri Shevchuk,Q51094,Russia,Yagodnoye,Russia,https://en.wikipedia.org/wiki/Yuri_Shevchuk
Yegor Letov,Q363371,Russia,Omsk,Russia,https://en.wikipedia.org/wiki/Yegor_Letov
Tikhon Khrennikov,Q367830,Russia,Yelets,Russia,https://en.wikipedia.org/wiki/Tikhon_Khrennikov
Ivan Urgant,Q442830,Russia,Saint Petersburg,Moscow,https://en.wikipedia.org/wiki/Ivan_Urgant
Aida Garifullina,Q13203005,Russia,Kazan,Austria,https://en.wikipedia.org/wiki/Aida_Garifullina
Lyudmila Petrushevskaya,Q183382,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Lyudmila_Petrushevskaya
Alisa Freindlich,Q271630,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Alisa_Freindlich
Aleksandr Abdulov,Q461085,Russia,Tobolsk,Russia,https://en.wikipedia.org/wiki/Aleksandr_Abdulov
Lyudmila Zykina,Q466546,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Lyudmila_Zykina
Ekaterina Ponamareva,Q1623076,Russia,Pskov,Russia,https://en.wikipedia.org/wiki/Oxana_Fedorova
Hilarion (Alfeyev),Q311928,Russia,Moscow,Hungary,https://en.wikipedia.org/wiki/Hilarion_Alfeyev
Chingiz Mustafayev,Q31310079,Russia,Moscow,Azerbaijan,https://en.wikipedia.org/wiki/Chingiz_Mustafayev_(singer)
Jeanna Friske,Q241382,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Jeanna_Friske
Maxim Galkin,Q559485,Russia,Naro-Fominsky district,Russia,https://en.wikipedia.org/wiki/Maxim_Galkin
Boris Grebenshchikov,Q542101,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Boris_Grebenshchikov
Boris Asafyev,Q325032,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Boris_Asafyev
Anatoly Lyadov,Q348282,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Anatoly_Lyadov
Grigory Leps,Q1187527,Russia,Sochi,Russia,https://en.wikipedia.org/wiki/Grigory_Leps
Valentina Tolkunova,Q270937,Russia,Armavir,Russia,https://en.wikipedia.org/wiki/Valentina_Tolkunova
Tanja Mihhailova-Saar,Q7688162,Russia,Kaliningrad,Estonia,https://en.wikipedia.org/wiki/Tanja_Mihhailova-Saar
Timati,Q176846,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Timati
Edgar Froese,Q505957,Russia,Sovetsk,Berlin,https://en.wikipedia.org/wiki/Edgar_Froese
Mikhail Boyarsky,Q544641,Russia,Saint Petersburg,Saint Petersburg,https://en.wikipedia.org/wiki/Mikhail_Boyarsky
Andrey Makarevich,Q2227698,Russia,Moscow,Israel,https://en.wikipedia.org/wiki/Andrey_Makarevich
Anastasia Zavorotnyuk,Q2626768,Russia,Astrakhan,Russia,https://en.wikipedia.org/wiki/Anastasia_Zavorotnyuk
Nikolai Slichenko,Q4423479,Russia,Belgorod,Russia,https://en.wikipedia.org/wiki/Nikolai_Slichenko
MakSim,Q127252,Russia,Kazan,Russia,https://en.wikipedia.org/wiki/MakSim
Maxim Vengerov,Q441388,Russia,Novosibirsk,Germany,https://en.wikipedia.org/wiki/Maxim_Vengerov
Agrippina Vaganova,Q236413,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Agrippina_Vaganova
Yury Bashmet,Q156546,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Yuri_Bashmet
Serge Koussevitzky,Q353449,Russia,Vyshny Volochyok,Paris,https://en.wikipedia.org/wiki/Serge_Koussevitzky
Nikolay Ogarev,Q374362,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Nikolay_Ogarev
Gennady Rozhdestvensky,Q437262,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Gennady_Rozhdestvensky
Egor Kreed,Q20483301,Russia,Penza,Russia,https://en.wikipedia.org/wiki/Egor_Kreed
Eduard Artemyev,Q706995,Russia,Novosibirsk,Russia,https://en.wikipedia.org/wiki/Eduard_Artemyev
Hans Pfitzner,Q57358,Russia,Moscow,Germany,https://en.wikipedia.org/wiki/Hans_Pfitzner
Mikhail Ippolitov-Ivanov,Q346815,Russia,Gatchina,Russian Empire,https://en.wikipedia.org/wiki/Mikhail_Ippolitov-Ivanov
Nikolai Medtner,Q365574,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Nikolai_Medtner
Mikhail Kuzmin,Q460352,Russia,Yaroslavl,Russian Empire,https://en.wikipedia.org/wiki/Mikhail_Kuzmin
Yuri Shatunov,Q2028076,Russia,Kumertau,Moscow,https://en.wikipedia.org/wiki/Yuri_Shatunov
Alexander Alyabyev,Q712094,Russia,Tobolsk,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Alyabyev
Matvei Blanter,Q928993,Russia,Pochep,Soviet Union,https://en.wikipedia.org/wiki/Matvey_Blanter
Zara Dolukhanova,Q4165121,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Zara_Dolukhanova
Yury Grigorovich,Q2622333,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Yury_Grigorovich
Vasily Lebedev-Kumach,Q1396852,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Vasily_Lebedev-Kumach
Oleg Gazmanov,Q2994183,Russia,Gusev,Russia,https://en.wikipedia.org/wiki/Oleg_Gazmanov
Morgenshtern,Q59194713,Russia,Ufa,Jerusalem,https://en.wikipedia.org/wiki/Morgenshtern
Yuri Temirkanov,Q469552,Russia,Nalchik,Russia,https://en.wikipedia.org/wiki/Yuri_Temirkanov
Zara,Q946406,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Zara_(Russian_singer)
Grigory Sokolov,Q468626,Russia,Saint Petersburg,Q492744,https://en.wikipedia.org/wiki/Grigory_Sokolov
Lev Leshchenko,Q2622339,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Lev_Leshchenko
Nikolai Karachentsov,Q2365826,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Nikolai_Karachentsov
Tatiana Kotova,Q2395728,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Tatiana_Kotova
Olga Buzova,Q4098374,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Olga_Buzova
Kristina Orbakaitė,Q285330,Russia,Moscow,Moscow,https://en.wikipedia.org/wiki/Kristina_Orbakait%C4%97
Alexander Gretchaninov,Q508270,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Gretchaninov
Mikhail Pletnev,Q512015,Russia,Arkhangelsk,Russia,https://en.wikipedia.org/wiki/Mikhail_Pletnev
Olesya Rulin,Q233463,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Olesya_Rulin
Glukoza,Q35385,Russia,Moscow,Syzran,https://en.wikipedia.org/wiki/Glukoza
Ruslan Niğmätullin,Q559136,Russia,Kazan,Russia,https://en.wikipedia.org/wiki/Ruslan_Nigmatullin
Valeriya,Q302484,Russia,Atkarsk,Russia,https://en.wikipedia.org/wiki/Valeriya
Youddiph,Q464199,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Masha_Katz
Ekaterina Aleksandrovna Klimova,Q2213598,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Ekaterina_Klimova
Nadezhda Kadysheva,Q4207433,Russia,Q19812437,Dolgorukovskaya Street,https://en.wikipedia.org/wiki/Nadezhda_Kadysheva
Aiko,Q123775383,Russia,Moscow,Karlovy Vary,https://en.wikipedia.org/wiki/Aiko_(Czech_singer)
Mikhail Krug,Q1372387,Russia,Tver,Russia,https://en.wikipedia.org/wiki/Mikhail_Krug
Vasily Kalinnikov,Q368147,Russia,Pervy Voin,Russian Empire,https://en.wikipedia.org/wiki/Vasily_Kalinnikov
Alexander Gradsky,Q1964661,Russia,Kopeysk,Russia,https://en.wikipedia.org/wiki/Alexander_Gradsky
Irina Allegrova,Q467737,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Irina_Allegrova
Georg Ots,Q1280772,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Georg_Ots
Anna Semenovich,Q274362,Russia,Yekaterinburg,Russia,https://en.wikipedia.org/wiki/Anna_Semenovich
Pelageya,Q1593089,Russia,Novosibirsk,Russia,https://en.wikipedia.org/wiki/Pelageya
Valentin Gaft,Q1964037,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Valentin_Gaft
Vasili Eroshenko,Q20887,Russia,Obukhovka,Russian Empire,https://en.wikipedia.org/wiki/Vasili_Eroshenko
Edison Denisov,Q275659,Russia,Tomsk,Russia,https://en.wikipedia.org/wiki/Edison_Denisov
Elena Vaenga,Q1626575,Russia,Severomorsk,Russia,https://en.wikipedia.org/wiki/Elena_Vaenga
Yevgeny Svetlanov,Q709440,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Yevgeny_Svetlanov
Vasily Solovyov-Sedoi,Q739362,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Vasily_Solovyov-Sedoy
Maria Yudina,Q258602,Russia,Nevel,Russian Empire,https://en.wikipedia.org/wiki/Maria_Yudina
Lidia Isac,Q22964723,Russia,Saint Petersburg,Moldova,https://en.wikipedia.org/wiki/Lidia_Isac
Daniil Trifonov,Q2635946,Russia,Nizhny Novgorod,Cleveland,https://en.wikipedia.org/wiki/Daniil_Trifonov
Oleg Anofriyev,Q2634866,Russia,Gelendzhik,Russia,https://en.wikipedia.org/wiki/Oleg_Anofriyev
Kirill Kondrashin,Q431025,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Kirill_Kondrashin
Kirill Petrenko,Q478275,Russia,Omsk,Berlin,https://en.wikipedia.org/wiki/Kirill_Petrenko
Vladimir Odoevsky,Q468067,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Odoyevsky
Maimuna,Q18676754,Russia,Saint Petersburg,Belarus,https://en.wikipedia.org/wiki/Maimuna
Rudolf Barshai,Q362806,Russia,Labinsk,Russia,https://en.wikipedia.org/wiki/Rudolf_Barshai
Sergey Shnurov,Q921496,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Sergey_Shnurov
Alexander Serov,Q442978,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Serov
Yanka Dyagileva,Q998702,Russia,Novosibirsk,Soviet Union,https://en.wikipedia.org/wiki/Yanka_Dyagileva
Nikolai Lugansky,Q706497,Russia,Moscow,Moscow,https://en.wikipedia.org/wiki/Nikolai_Lugansky
Dmitriy Nagiev,Q3033167,Russia,Saint Petersburg,Russia,https://en.wikipedia.org/wiki/Dmitry_Nagiyev
Elena Temnikova,Q973066,Russia,Kurgan,Russia,https://en.wikipedia.org/wiki/Elena_Temnikova
Yulia Nachalova,Q2454464,Russia,Voronezh,Moscow,https://en.wikipedia.org/wiki/Yulia_Nachalova
Alexey Buldakov,Q1967525,Russia,Klyuchevsky District,Soviet Union,https://en.wikipedia.org/wiki/Aleksey_Buldakov
Sati Kazanova,Q4207677,Russia,Verkhny Kurkuzhin,Russia,https://en.wikipedia.org/wiki/Sati_Kazanova
Detsl,Q1968358,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Detsl
Basta,Q3986754,Russia,Rostov-on-Don,Russia,https://en.wikipedia.org/wiki/Basta_(rapper)
Alexander Siloti,Q366536,Russia,Znamenka,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Siloti
Vissarion Shebalin,Q504286,Russia,Omsk,Russian Empire,https://en.wikipedia.org/wiki/Vissarion_Shebalin
Maxim Fadeev,Q2393147,Russia,Kurgan,Russia,https://en.wikipedia.org/wiki/Maxim_Fadeev
Andrei Eshpai,Q502147,Russia,Kozmodemyansk,Russia,https://en.wikipedia.org/wiki/Andrei_Eshpai
Nicolas Slonimsky,Q555602,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Nicolas_Slonimsky
